,reviews.text,Aspects
244,Bought one to replace the smaller (non HD) version. Lot faster and picture is noticeably better. Would recommend for anyone not wanting to spend the extra $50 or so on the big names.,"['replace', 'version', 'lot']"
245,"Could not have asked for a better tablet for the money. I wasn't looking for anything extreme. Just wanted it to look nice and do it's job for games and browsing. Well it does that and more. Gave it to our son for Christmas and now I want one myself. We are going to buy another for my mother in law. Lightweight, simple layout. Snappy. Can't go wrong.","['tablet', 'money', 'job']"
246,It was a perfect gift for my godson. He loved it! Definitely would recommend this product.,"['gift', 'godson', 'product']"
247,I can do a lot of things on my Kindle I used to rely on the computer for.,"['lot', 'thing', 'computer']"
248,Excellent resource for children video streaming by Wifi using mobile hotspot with kids.,"['resource', 'child', 'video']"
249,"The kindle fire tablets are great for the price. They have solid performance in battery life and processing power. The only downside is that the Operating System is a different variation of Android, so there could be some incompatibilities.","['kindle', 'fire', 'price']"
250,best choice under 100$ in marketamazon is the best!!!,"['choice', 'marketamazon']"
251,I really didnt expect how its going to work.but its very good.gifted to my friend,['friend']
252,Bought this as a gift for my mom and this was to replace her original Kindle Fire. She's have had a month now and is loving and no problems with it.,"['gift', 'mom', 'month']"
253,This was a request from our 7 yr old granddaugter who had always asked her older sister if she could share hers due to we bought this same tablet/size a few yrs earlier. Loved the security/parental control options.Starfall a favorite educational app were told is a must have. Really enjoy Pics/Viber due to their in a different state. Also some games on a time limit. Size and resolution are perfect.,"['size', 'request', 'yr']"
254,"This is the best device I have found for my e-books. I know it can be used for a lot more, but it is my library in my hand.","['device', 'e', 'book']"
255,"I bought this tablet to be pretty much exclusively an e-reader. It's actually cheaper than most of the kindles. For that limited use, it works fine. I don't think I would want to use it as a general purpose table (too slow!). Makes a fine e-reader though. As for recommending this to a friend, I would, but would make sure they knew what I use it for.","['e', 'reader', 'tablet']"
256,"I bought this as a Christmas present for my sister and she LOVES it. It's easy to use, lightweight and doesn't seem to have a lot of bugs or glitches. It's a good source of entertainment for when she's at work but has down-time. She passes the time reading ebooks, browsing the web and playing games.","['time', 'sister', 'use']"
257,"I originally purchased a Kindle paperwhite but returned it the next day and purchased this one. Very easy to read on, watch movies, and listen to music.","['paperwhite', 'return', 'day']"
258,Works well. Easy to use. Battery seems to be good. Would buy again.,"['use', 'Battery']"
259,Ticks all the boxes I was looking for at a price I was happy to pay. One caveat that I (or the Best Buy and Geek Squad crews) was unaware of: there is a glitch in the keyboard that prevents it from working properly. Kindle/Amazon are aware of the glitch and will download a third-party keyboard fix to replace the keyboard that's built in to the unit until they are able to fix the problem. I made Geek Squad aware of it and they should know about it now.,"['keyboard', 'glitch', 'fix']"
260,Amazon MayDay functionality is not available and this was unexpected. Other services and functionality as expected,"['functionality', 'service']"
261,Perfect tablet to take anywhere you go and lighter than my IPad.,['tablet']
262,Easy to use tablet for every day use. Additional apps can help increase productivity for work and daily use.,"['use', 'tablet', 'day']"
263,This tablet does all I need a tablet to do. Reason why it's my 3rd one.,"['tablet', 'reason', 'rd']"
264,"Bought this tablet for my fiancée daughter, after getting it home and set up, I decided to keep it for myself. Great screen and works great with my pair of Amazon echos. I love it and highly recommend it.","['tablet', 'fiancée', 'daughter']"
265,"This is my first Amazon e-reader-tablet and the second e-reader I have. It is easy to use once you get through the initial hoops. I like the free games and the fact that I new can load books from my computer to the tablet. And one thing, I am not in the market for a tablet but for a bigger e-reader. It is a lot better than the Nook that I have. I love this product","['e', 'reader', 'use']"
266,Bought as a gift for parents who aren't tech savy but were able to use it with ease,"['gift', 'parent', 'tech']"
267,"I have Bought several versions of this tablet for my kids over the years and have been ever impressed with it. I first got one for my son, the my oldest daughter to replace her children's tablet, which was worthless, this tablet gives you everything you could want and allows you to control what your kids access on it and even lets you see what they download onto it. if you want to set a time when it shuts off at night you can, when they can play games or use Netflixs you can...great product!","['tablet', 'version', 'year']"
268,Great gift for a younger person who wants a tablet,"['gift', 'person']"
269,The fire is great. The size is really nice. Not to big. The clarity is really good.,"['fire', 'size', 'clarity']"
270,This inexpensive tablet does everything I want it to do. I can read my books and magazines and keeps tabs on my kids and grandkids on Facebook. Very easy to use and crystal clear pictures and video.,"['tablet', 'book', 'magazine']"
271,"Great entry level tablet for kids or anyone that will not be heavily using a tablet. The 16 GB, is too small but can add an SD card. Beware only comes with 6GB of the 16 for your apps. Comes with bunch of preloaded Amazon apps.","['tablet', 'entry', 'level']"
272,This tablet is great. I loved the color and all the features it has. I will be buying more for my daughters. Great purchase,"['tablet', 'color', 'feature']"
273,"What I expected. A better then budget tablet ata good price. Bought for the integration with Alexa and it works well, more info about your Alexa request will show up automatically on the tablet.","['budget', 'tablet', 'price']"
274,It's a excellent tablet for my kid she downloaded games and watch cartoons,"['tablet', 'kid', 'download']"
275,I was looking for a Good tablet under $100..this delivered..getting used to Amazon apps LOL,"['tablet', 'app', 'lol']"
276,Excellent ratio quality price. Lightweight. Good resolution and easy to use.,"['ratio', 'quality', 'price']"
277,After long review decided to buy the Fire Tablet as a gift for a great frienday. She loves it! It's the perfect size and has all the features she was looking for in a tablet. Happy Birthday!,"['review', 'gift', 'frienday']"
278,Love everything about my Kindle. I'm a long-term Amazon Prime member.,"['term', 'member']"
279,Great tablet for the price. My father in law likes the easy use of the tablet.,"['tablet', 'price', 'father']"
280,The Fire is an excellent table for many basic tasks.,"['table', 'task']"
281,Not a good product short battery life i can only use for 20 minutes,"['product', 'battery', 'life']"
282,"I was looking for something to read on and this fit the bill for the right price.Great screen clarity, good adjustment too. Works well and the battery life is great. Size is nice too. Big enough for 1 hand if needed.","['bill', 'right', 'price']"
283,"This is a great tablet for books, games and web browsing. It is very user friendly, -and I would definitely recommend this product!","['tablet', 'book', 'game']"
284,I enjoy to use the reader and like the idea that I can go to the internet from the Kindle.,"['use', 'reader', 'idea']"
285,I thought that this tablet was junk but it has surpassed my expectations,"['junk', 'surpass', 'expectation']"
286,"I wasn't really expecting much, however I was pleasantly surprised.It feels solid, responsive, screen is good.For the price its a bargain!!","['screen', 'price', 'bargain']"
287,Good if you want something inexpensive and Will do the minimum very well.,['good']
288,"I like this ipads for my baby and me too,special and super ok thanks byee","['ipad', 'baby', 'byee']"
289,I found it to be very versatile and enjoyable benefiting from a touch screen.,"['benefit', 'touch', 'screen']"
290,Ipad killer! A fierce tablet at a convinient price!,"['killer', 'tablet', 'convinient']"
291,bought as a gift she loves it all kinds of apps easy to use and even easyer with amazon prime,"['gift', 'love', 'app']"
292,I bought it as the display for my Echo. Turning on Voicecast routes information to the tablet with the voice reaponse. It'S been exactly what I hoped it would be and the price was right.,"['display', 'route', 'information']"
293,"This tablet is exactly what I was looking for to take on trips. The kids can watch their movies and videos, or I can read from my kindle library. Perfect size.","['tablet', 'trip', 'watch']"
294,I bought this as a gift for my son and I know he will love it he has the old kindle fire as likes it a lot,"['gift', 'son', 'kindle']"
295,"My mom had an old one, she was so excited to get this one.",['mom']
296,Works great and is fast. Great for reading and internet use,"['internet', 'use']"
297,"This Kindle is so overloaded with apps that I will never use. Despite what one of Best Buys' associates said, you cannot remove any of the Amazon apps. The apps take up too much of the memory. I have an I Pad and love but bought this as a backup for work. Unfortunately, it bogs down. I also don't like that Amazon wants access to too much info to set up email, so I won't use this for emails either. I will likely sell it on Craig's List for less than half of what I paid for it.","['app', 'email', 'overload']"
298,"Fine for reading, ...haven't used it for anything else yet",['reading']
299,"I have been using a Kindle Fire for a couple of years. It was a good tablet, until the screen went black. Best Buy replaced it and I couldn't have been more pleased. I enjoy reading on my Kindle Fire HD more than ever. Try it and you'll buy it!","['couple', 'year', 'tablet']"
300,"A viable substitute for the more expensive I Pad especially for kids wanting a tablet. You can download books, games, email and access the internet. Parental controls are easily enabled.","['substitute', 'kid', 'tablet']"
301,blueray is just twhat I was I was looking for great for watching movies thank you,"['watch', 'movie', 'thank']"
302,Love best buy and I shop at Best Buy I always buy my TV for me and my kids I buy my kids tablets at Best Buy Love Best Buy,"['love', 'tv', 'kid']"
303,"Got this for my mom for her birthday, and she absolutely loves it. Great tablet for the price point, good tablet overall.","['tablet', 'mom', 'birthday']"
304,I love all of them. I would recommend going to Best Buy and buying a kindle fire before they are sold out!,"['buy', 'kindle', 'fire']"
305,Nice size screen easy and light weight to take to class,"['size', 'screen', 'weight']"
306,This tablet is great for my son. Would be nice if it had a little more horsepower,"['tablet', 'son', 'horsepower']"
307,"My 76 year old mom loves this! She now has something to do while waiting in doctors offices - loves to read, do crosswords, etc.","['year', 'mom', 'office']"
308,I enjoy it more then the I-pad that its replacing. Easy to read in any light and the size is perfect for travel.,"['pad', 'replacing', 'size']"
309,"I absolutely love my kindle 8! Great picture, storage & sound. Can't live without my kindle!","['kindle', 'picture', 'storage']"
310,I liked it at first except the browser is kind of clunky. Also you can. It use all android Apps. The worst thing though was mine just stopped working in the middle of watching a movie on a long plane flight. It was fully charged. I have tried recharging and turning on etc. it is just a blank screen and off. Kind of a cool paperweight. Hope I can get my money back. Or get a new one.,"['kind', 'thing', 'work']"
311,Love my mine! Works great with prime! And I have all my best movies!,['movie']
312,I bought this for my dad in his late 60s mainly to listen to music and read ebooks borrowed from the library. I set it up for him and he loves it. I just don't like that it has ads on the start up unless you pay to get rid of them.,"['dad', 'music', 'read']"
313,Enjoy reading books on it as well as viewing videos.,"['book', 'view', 'video']"
314,Got two for my mom's and they love it. So many great features!!!,"['mom', 'love', 'feature']"
315,this tablet is awesome. the fact that I can use a micro sd card to have more memory and can listen to my content on the card is great. the additional screen size is what I wanted and it has not disappointed. this was a great purchase!!!,"['card', 'fact', 'micro']"
316,"I'm very happy with my Kindle Fire. Beyond being able to read books, it does all sorts of things and is able to download a huge variety of apps. It also holds a charge very long. The size is perfect and portable, yet the screen is much larger than a smartphone, which I love. I would definitely recommend this tablet to others!","['read', 'book', 'thing']"
317,The Amazon Fire HD 8 is an awesome device. THE PRICE OF THIS TABLET IS MIND BOGGLING!! This tablet has everything you would expect and want in a tablet and more. It has Amazon Store and Amazon Prime preloaded. It's so much fun and so easy to use. THE PERFORMANCE OF THIS TABLET IS UNBELIEVABLE. You never stop thinking about the modest price you paid for such a fantastic tablet. It feels comfortable in your hands. The design is nice. The size is adequate for all tablet use. You can expand the memory storage of this device an additional 240GB. Can you believe it? Outstanding!!,"['tablet', 'device', 'price']"
318,Bought as a Christmas present. Son uses it to watch youtube and Netflick. Works great.,"['present', 'watch', 'youtube']"
319,The overall design makes it fir very nice in the hand. It is very easy to setup and has features that I did not utilize on previous Fire tablets. I like the camera and the Blue Shade ability. I like to read before bed and the color really does help me wind down. Long lasting battery!,"['design', 'fir', 'hand']"
320,Got this Fire tablet for my youngest daughter for Christmas and she loves it. I also love the option to restrict apps and content for her age!,"['tablet', 'daughter', 'option']"
321,I bought two of these Amazon Fire HD tablets in December as Christmas gifts. Both recipients are happy with these as gifts. I plan to purchase one in the near future for myself.,"['gift', 'tablet', 'future']"
322,"Biting as a gift, my only concern was the size and the Amazon interface. It was easy enough to download the Google play store, so it was familiar to the user. Size was an initial concern, but it was just right to watch movies without being so cumbersome.","['concern', 'size', 'gift']"
323,My son really likes the larger screen to play games.,"['son', 'screen', 'play']"
324,Very easy to use and has so much to offer for the low price.,"['use', 'price']"
325,"great product, easy to use, love the lighted pad, ease of down loading books,","['product', 'use', 'pad']"
326,They were using them on Christmas morning!! It didn't take them long too be getting the best from those tablets,"['morning', 'tablet']"
327,So I think I would have rated 5 stars however when I got my tablet home my 8 year old used it for a total of 2hrs...the next day it had a reboot screen similar to Dos windows. Excellent customer service at store allowed me to exchange next day. No problems with the second one. Great tablet for the price.,"['day', 'star', 'customer']"
328,i love it amazon is nice read book on it play games on it,"['love', 'amazon', 'book']"
329,I bought this Kindle as a gift for my mother so she could access her Facebook account easily. She loves the ease of using it. I have 3 kindle tablets in my home and they are used daily. My mother uses hers for email and some light gaming and for watching Netflix as well. Very satisfied.,"['mother', 'gift', 'account']"
330,I wanted a low cost internet device to feed internet radio choices into my stereo. This fit the bill well. I use the headphone jack to connect with my stereo and get great sound. I don't use most of the other apps that come on the device.,"['internet', 'device', 'stereo']"
331,"The Kindle Fire is a wonderful, small device to use for a multitude of tasks. We use it mostly as an ereader and has been so simple to use. So happy we chose this one. It is lightweight and convenient to take with you.","['device', 'multitude', 'task']"
332,"I bought this as a temporary replacement for my wife's 11"" Kindle Fire HD that was out for service. She liked this 8"" model so much that she continued using it after the 11"" one returned.","['replacement', 'wife', 'service']"
333,"I tested this item before I gave it as a gift. It is simple enough for the needs of browsing, social media and entertainment. Definitely best price for simple needs compared to spending $100s on an iPad","['need', 'item', 'gift']"
334,"This feels like an affordable tablet. While not the best in class, it isn't priced to be that either. Works well. Happy with purchase.","['tablet', 'class', 'price']"
335,Great for watching sports events away from home but within wi fi range.,"['watch', 'sport', 'event']"
336,So easy to download and then read. Enjoy reading that I can take anywhere without the heaviness of a book,"['download', 'read', 'heaviness']"
337,"I bought this after subscribing to an Amazon Prime membership. This is a great little tablet at such a low price.. too good of a deal to pass up when it was on sale. It has the ability to talk to Alexa, surf the web, listen to music and read books/magazines (lots of free music and books for Prime members).","['music', 'book', 'membership']"
338,"If ads dont bother you, then this may be a decent device. Purchased this for my kid and it was loaded down with so much spam, it kept loading it up making it slow and laggy. Plus the carrasoul loadout makes it hard to navigate for kids, not very kid friendly! Oh you can pay $15 to remove the ads but it wont remove them all. Buy the samsung, better everything!","['kid', 'ad', 'device']"
339,"This is my second Fire, I'm upgrading from the 2nd generation 7"" model. Love the screen resolution. Movies and videos are sharp and no pixelating. The camera is a bonus my first version did not have. All together this was a great buy for under $100 on sale. Thank you Best Buy.","['fire', 'nd', 'generation']"
340,"I would buy it again and have twice over already. I actually bought the kids fire kindle and bought this for my wife, her's was lost and she borrowed my sons kid fire kindle I ended up buying her this again, and would buy it again. I would recommend buying a sd card it fills up fast without out it but it is a lot cheaper to buy the lower GB kindle and then buy a good sd card.","['kindle', 'fire', 'buy']"
341,"This tablet has it all. Amazon offers tons of free apps, hundreds of thousands of free e-books and tons of free games. The tablet is intuitive and intelligent. I seamlessly enjoy streaming my favorite shows and reading articles, books and periodicals. What I love most is that the tablet doesn't place all apps on the device, but uses the users miro SD card instead for up to 200GB of additional storage for a dizzying amount of storage for more games, apps, books and movies that can be downloaded and enjoyed. It also allows the owner to share the device with family members, delegating each member an account personalized and tailored to that individual. There is even an option to create children's accounts--extra bonus. I am able to mirror the content from the tablet onto my Samsung Smart television. I will definitely consider Amazon first and foremost when making any future tablet purchases. It maintains a charge for a good deal of time, alleviating the need to be near an outlet to enjoy using it. I can charge it in the evening and use it for several hours the next day, sometimes two days. No one will ever create a tablet that is more considerate of the owner/end-user.","['tablet', 'book', 'device']"
342,I love to read and this tablet makes it so easy to carry an entire library with me everywhere. I have also become addicted to the free underground games.,"['tablet', 'library', 'game']"
343,"Bought this 8"" model to use in addition to my current 3 year old Kindle Fire HD (7 inch model). So far I am very pleased with the quality of this unit. The slightly larger screen makes watching movies much better. I didn't want the larger 10"" screen (yet).","['model', 'screen', 'use']"
344,"I purchased this on Black Friday because I could pass on the price. The tablet works great for basic internet needs and great for shopping on Amazon. If I were to purchase another Android Tablet, I will look for something with a little more power since this tablet slows when multi-tasking.","['tablet', 'price', 'work']"
345,"I bought this for my son (he's 1.5 years old) so he could play basic toddler games, but I found the tablet to be extremely useful for school with it's large screen and super long battery life. I'm waiting for the Surface Pro 5 but this tablet that I got for so cheap is making me second guess paying so much! For basic lecture taking notes and watching Netflix or Hulu and kid games, this can't be beat.","['game', 'son', 'year']"
346,The best tablet for the price i use it everyday to watch youtube videos,"['tablet', 'price', 'use']"
347,Great purchase for my granddaughter for Christmas.,"['purchase', 'granddaughter']"
348,This tablet is perfect for just about anything you could want to do on a tablet.,['tablet']
349,My grandmother enjoys this tablet ... it use as her reader.,"['grandmother', 'reader']"
350,"Great item at great price, MY WIFE LOVES IT AND WONT PUT IT DOWN!","['item', 'price', 'wife']"
351,great black friday deal for a mediocre tablet. android os though!,[]
352,"Wanted a tablet at a cheap price and this item fit the bill. Bought on Black Friday which made the price even better. The screen looks good and the performance for the apps I have used so far have met expectations. I mainly used for surfing the web, youtube, and netflix. This device handles each with ease. Overall, I am satisfied with this device.","['price', 'device', 'item']"
353,"Works well; no issues with reboots or system hangs.. Good size - not too big and not too small. Screen is good for reading. Battery life is good, I've bought a few books from Amazon but mostly side-loaded books from the library onto a 32 GB micro sd card.","['book', 'issue', 'reboot']"
354,"Though I have got it for cheap price during black friday, this Fire is not that great. Very bad camera and dim screen resolution. Pros:Install Google Play without any hassleVery good book reading option","['price', 'camera', 'dim']"
355,"I got this for my son and he loves it! He can play games, watch movies, you tube videos, and use the internet for help with homework. He also loves all the books, and aps. Was a great black Friday deal should have gotten one for myself.","['son', 'game', 'movie']"
356,I got it at a great price. They price matched for me. Much faster then getting my laptop out to check email,"['price', 'match', 'laptop']"
357,I purchased this product for my youngest son! He loved the color and the size. The storage is great for the number of activities that he has downloaded!,"['product', 'son', 'color']"
358,Was looking for a tablet to run my remote music server with from my easy chair. My first tablet I bought at about the same price ran through the battery in an hour. Amazon product is much better for battery life and image quality is very nice.,"['tablet', 'battery', 'music']"
359,This product is easy to use. Screen size is great. Would recommend to anyone.,"['product', 'use', 'screen']"
360,I got it for my kid and she loves it. The amazon free time and prime well worth the money,"['amazon', 'time', 'money']"
361,"Best tablet around, cheaper than most and does just as much as other tablets. Great buy, it works perfect! Battery lasts a few days too.","['tablet', 'buy', 'battery']"
362,She likes to read books and this is a fast and cheap way for her to do so,"['book', 'way']"
363,It's a great buy. Just to read emails and go on the web,"['buy', 'email', 'go']"
364,Great Christmas gifts for the kids. Hours of fun and games.,"['gift', 'kid', 'hour']"
365,I purchased this tablet mostly for entertainment. I enjoy playing games and this tablet is great for that purpose. Also plan on using it for reading electronic books.,"['tablet', 'entertainment', 'play']"
366,Very nice quality product. East to set up and use.,"['quality', 'product', 'use']"
367,So much more screen size than previously kindles. Fast charging. Longer battery life.,"['screen', 'size', 'charge']"
368,"Purchased for my mom to read ebooks, great performance, screen looks good, easy to use. Very happy with this purchase.","['purchase', 'mom', 'performance']"
369,less expensive than last year with so many more features and bigger screen!,"['year', 'screen']"
370,Bought for my wife for X-mas and she loves it. Hasn't put it down,['wife']
371,"This is a good product for video, surfing and reading. However this version has dropped all android support as far as I can tell. I have a couple of apps that run on my old Fire just fine but are extremely problematic on this one. There is one app I use everyday but it doesn't work on this new Fire, so I have to keep the old one around. Kind of inconvenient. I would recommend seeing if your app is supported on this Fire before dropping the money.","['support', 'app', 'product']"
372,This was a reasonable replacement for a broken tablet.,"['replacement', 'break']"
373,Purchased this tablet for my two year old son. It is easy for him to use and has been surprisingly durable. Would recommend the replacement plan if purchasing for a child.,"['purchase', 'tablet', 'year']"
374,"Better and faster than Kindle 7"". Great performance for the price.","['performance', 'price']"
375,"Love it, easy to operate. Very reasonable price - on sale.","['price', 'sale']"
376,Good product. Onboard storage does fill up quickly.,"['product', 'storage']"
377,Bought as a gift to my dad and he likes it so far. It's fast enough for apps and great for reading,"['gift', 'dad', 'reading']"
378,"Works great but the app store is nothing like that of Apple or Google. Fortunately, you can install many Android apps from 1Mobile. The screen is fabulous and it's great at its roots: making reading books fun.","['app', 'store', 'screen']"
379,"I love this tablet. I know it's not an iPad or any of the big tablets but it does just what I need it to do. I've had it a few weeks now. I've downloaded videos, read a few books and played some games. I've had zero problems so far. I know it's not the best video, but for the price of the tablet I don't expect it to look like my flat screen TV. I'm trying not to load too many things to keep it from slowing down. So far so good. Browsing the internet is easy too. I'm getting used to the browser and the app store for Amazon. For the price of this tablet it's not too shabby!!!","['tablet', 'video', 'price']"
380,You can do some many things and the best part apps for free on Amazon underground!,"['thing', 'part', 'app']"
381,"Works great for my 6 year old. Wanted an inexpensive tablet for himsince he can be pretty rough with things. So far so good, and we love the FreeTime app.","['year', 'tablet', 'himsince']"
382,Was looking to get an inexpensive tablet that ran Android. The Amazon Fire tablet was a much better value than other similar products. Have been very happy with the tablets durability and quality so far too. Would recommend to anyone looking for a lower-end tablet.,"['tablet', 'run', 'value']"
383,Bought 2 for each of our teenagers and they just love it... Very cool reading features and zero buffering while watching Netflix.,"['teenager', 'feature', 'buffering']"
384,Good quality product. Clear display and easy to use.,"['quality', 'product', 'display']"
385,"My mother, husband, and daughter all enjoy using Fire. It's a great way to stay preoccupied.","['mother', 'husband', 'daughter']"
386,Out of all the tablet choices out there we buy these for our children over any other. You can't beat the price and durability.,"['tablet', 'choice', 'child']"
387,very good product and right on the cost! Great gift for the holidays.,"['product', 'right', 'cost']"
388,Purchased this for reading and the price. Good value for money.,"['purchase', 'price', 'value']"
389,"Great for reading, game playing, searching the web and social media.","['reading', 'game', 'playing']"
390,"I really like the Fire IS 8 16gb, it is fast and smooth.",[]
391,Does everything a regular tablet can and for the price you really can't beat it,"['tablet', 'price']"
392,This is so easy to use and does exactly what I hoped.,['use']
393,Great tablet for streaming ! good internet connection along with a nice display,"['tablet', 'streaming', 'internet']"
394,Bought it as an e-reader. Convenient and easy to use. Text is very readable. I am pleased.,"['e', 'reader', 'use']"
395,"This is a nice little tablet for the $60 I paid on black Friday. At the regular price I would probably have gone with something a little less restricted and without so much Amazon content. The lock screen ads aren't much of a problem, I understand Amazon sells these cheap and gets it back via ads, but the 15-20 Amazon apps are a little much. It would be easier to stomach if you could add the ones you want or remove the ones you don't. That said, I was able to install the Google Play store and this tablet does everything I need it to do. Overall, I'm pretty happy with the purchase. It's a nice new toy. One note: In the online photos the magenta looks purple. It's actually pink. If you like purple, get a black one and a purple case.","['tablet', 'ad', 'install']"
396,So cool after playing with this for a while now I would never spend the money on an apple for what I am doing with it.,"['playing', 'money', 'apple']"
397,Love the new fire hd 8. Price is amazing and if you are an amazon prime mbr its even better! Great for the kids as you can lock their profiles to a kids mode and they can't buy anything. If i had one downfall its the smaller amount of apps available than apple or google play.,"['fire', 'price', 'amazon']"
398,"Had the Fire HD 7"" before and just wanted to upgrade. Loving it so far and really enjoying the bigger screen!","['love', 'screen']"
399,The tablet is not for me it is for a Christmas gift,['gift']
400,This was a great buy for my son. He needed something that he could easily transport and that woudl allow him to access the internet and various forms of media. This was a perfect choice since he also has a amazon Prime account.,"['buy', 'son', 'woudl']"
401,"This was replacement for my wife's original iPad and broken Kindle Paperwhite. She loves it, as it does basically everything both of the previous devices did in one unit that is easy to use, has good battery life, very nice screen resolution and good size for her. Great value, especially compared to an iPad.","['replacement', 'wife', 'break']"
402,for the price this is a great works well the for the price display is hd love it,"['work', 'price', 'display']"
403,"for the money, you will be well pleased, I think it is a big bargain !","['money', 'bargain']"
404,"I purchased this tablet for my mother, but I set it up and tested it out. It is super fast! I have the original Kindle Fire and all I can say is Amazon has come a long way! The new Fire HD8 is so much better than the original! I like it so much that I am thinking of purchasing one for myself! I would highly recommend this tablet to anyone!","['tablet', 'mother', 'way']"
405,"I have had a Kindle before, and needed a new one as the old one would no longer charge very well. Still adjusting to some different features from the original one. Do not like the fact that it is difficult to find a case for this one.","['feature', 'one', 'fact']"
406,"Very happy with this purchase, it was exactly what I was looking for",['purchase']
407,"My original Kindle Fire no longer accepted a charge. I wasn't going to replace it, because I bought an iPad. When I saw the HD8 in a kiosk in a BB store, I realized how much better I liked the size and feel of it for reading books (the iPad is preferred for other things). This Fire's clarity is much improved over my old one, plus it responds better. I don't like that I can't choose a photo for the locked screen - that it HAS to be an advertisement. I also don't like that it usually takes a few trys to unlock. Menial issues from my perspective.","['charge', 'kiosk', 'store']"
408,"It's a good starter tablet, to bad it runs on the Amazon OS.","['tablet', 'run']"
409,Got this for my sister as a Christmas present and she loved it.Easy to use and great for books.,"['sister', 'book']"
410,"This is my third Kindle, I still have the other two; however, this has a camera and much larger screen. I would take this product any day over a tablet.","['camera', 'screen', 'product']"
411,Look forward to hearing more from my grandkids so far they love it,"['hearing', 'love']"
412,"Good small tablet for all purposes for reading, playing games","['tablet', 'purpose', 'reading']"
413,My wife and kids love easy to use and the size is perfect,"['wife', 'kid', 'love']"
414,Great tablet for beginners! Very light and screen is wide. Enjoy using for travels.,"['tablet', 'beginner', 'screen']"
415,Fast processing great battery reads to me when my eyes bother me. Expandable memory a big plus.,"['battery', 'read', 'eye']"
416,The new kindle fire hd is good and my son loves it,"['kindle', 'fire', 'son']"
417,Got this for my grandmother and she absolutely loves it.,['grandmother']
418,She loves to use it to watch Netflix and play games,"['use', 'game']"
419,This is just the right size and can put games on it just like an iPad.,"['size', 'game']"
420,I wanted a new kindle fir a while. The price was right,"['kindle', 'fir', 'price']"
421,"The display is not as sharp and vivid as they say but still good. Probably better for reading than watching videos. We didn't really get it for the games, but there is a good selection. WiFi works well and internet browsing is fast.","['display', 'vivid', 'watch']"
422,The Kindle is a great way to read and watch videos with ease!,"['way', 'watch', 'video']"
423,Exciting tablet still amazed by the ease of use great product all in all,"['tablet', 'ease', 'product']"
424,"Couldn't beat the value for this with the Black Friday price. They aren't the best tablets, but they do a lot for the price.","['price', 'value', 'tablet']"
425,"great size,sound and battery. just buy it already.","['size', 'battery']"
426,Love the tablet mainly use for games and internet. Grrat product foe the price.,"['tablet', 'game', 'internet']"
427,"She hasn't used the it yet, but my son did a quick check and it seems just fine.","['son', 'check']"
428,"I've had my other Kindle Fire for 5-6 years. It's still working but slowing down. I bought the updated version while it was on sale. I love it! I play games on it, download books, check my email and facebook. It's like a portable mini computer and I wouldn't be without it. I like it better than other people's tablets and you can't beat the price. I bought some for gifts and everybody loves it! I'd recommend it to people of all ages.","['people', 'year', 'update']"
429,"Great product, no complaints at all,good for kids and adults","['product', 'kid', 'adult']"
430,"At ninety dollars, the expectionations are low, but this is still a very good table, it's good for light use like watching videos or web browsing, but the camera is a bit lacking, and at certain times the device can freeze or lag. Overall this is a good tablet for $90, I would recommend this to anyone on a budget.","['dollar', 'table', 'use']"
431,Good starter unit. Easy for a beginner to use. Priced low to give you a taste of the tablet world.,"['unit', 'beginner', 'use']"
432,"The Parental Options need some work. You can't even log in to a child account until you have Apps loaded for them to use. Also a kid's login doesn't have access to pre-loaded apps (like the calculator). Seems really odd to me that you can't give them access to basic functionality of the tablet.Otherwise, the tablet itself works great.","['work', 'access', 'tablet']"
433,"Bought a Fire HD 8 tablet for my wife. She doesn't like using computers and avoids smartphones, but her new tablet is a big hit. She uses it to play games and to stream movies and radio programs. I use it for everything else -- reading news, checking e-mail, online shopping, etc. It was very easy to set up and even easier to use. Plenty of speed and capacity to do everything we want.","['tablet', 'wife', 'speed']"
434,We already own kindles so we know they are great ! My son is going to live this!,['son']
435,I purchased 2 of these FIre HD tablets as gifts. They pack a lot of punch for the price. I helped set them up so I was able to get an idea of how they are going to work. The screen was very nice and clear. Speed of tablet was good. It is easy to use. If you are already in the Amazon family through prime it is a no-brainer.I don't believe you can get a better tablet at this price point.,"['tablet', 'price', 'gift']"
436,I bought these as a starter online browser. It is a very portable pad . Great price.,"['browser', 'pad', 'price']"
437,Just what my wife wanted and needed she loved it! It is easy to use and simple to set up!,"['wife', 'need']"
438,Good tablet for the money. A good add on if you have Amazon prime,"['tablet', 'money', 'prime']"
439,You can't beat the price. Great deal for what you're paying.,"['price', 'deal']"
440,We bought it for our 9 yr. Old daughter and she loves it. We do as well. Kindle tablets are great!,['daughter']
441,"its fast, it has good lighting. its got the 16gb space, best gift ive bought for a bookreader.","['lighting', 'space', 'gift']"
442,I love it.....Reading E books here is so easyPerfect for price,"['book', 'easyperfect', 'price']"
443,"With a $20 off deal last blackfriday, who will not get it. Much clearer and faster than the other fire HD. Light weight too","['deal', 'blackfriday', 'fire']"
444,"If you shop on Amazon all the time, this will help make it easier still. Lots of ads pop up, and you can't use apps from non-Amazon sources unless you root it, and that is complicated. This is not a realistic alternative to an iPad or Galaxy Note. If you just want to a device to shop on Amazon with, you'll love it.","['shop', 'time', 'lot']"
